tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,brand,product,region,sentiment,confidence,priority,conversation_id,topic_keywords,intent,pain_point,issue_type,response_time_minutes,fcr,escalated,reopened
17001,119745,True,2017-11-01 04:09:06,#iphonex what are you doing t-mobile? placed my order at like 6:00 am in the morning on friday!,17000,0,119745,Social Support,Global,positive,0.9,normal,C17001,Delivery or order issue,delivery,Delivery or order issue,customer_service,1.3,0,0,0
17166,UPSHelp,False,2017-11-01 14:58:16,we can look into this! please dm your tracking number and delivery address. ^mm,0,17164,UPSHelp,Social Support,Global,positive,0.9,normal,C17166,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,1
17183,119790,True,2017-11-01 04:10:07,"'hey i haven't received my ""delivered"" order.' 'did you check around your house' lmao",0,0,119790,Social Support,Global,positive,0.9,normal,C17183,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,1
17203,119791,True,2017-11-02 08:59:53,i dont want to change my order but will not accept. order # 403-3917499-2913904,0,17202,119791,Social Support,Global,negative,0.9,high,C17203,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,0
17209,119791,True,2017-10-31 05:50:01,after prime membership gaurantied delivery option has vanished now,0,17211,119791,Social Support,Global,positive,0.9,normal,C17209,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,0
16908,119710,True,2017-11-01 03:02:34,can you order reiki on uber eats? asking for a friend,16907,0,119710,Social Support,Global,positive,0.9,normal,C16908,Delivery or order issue,delivery,Delivery or order issue,customer_service,69.4,0,0,0
17165,119785,True,2017-11-01 01:53:25,youll were responsible for shipping my sisters bday gift...the box was completely destroyed her item is now missing! thanks!!,17163,0,119785,Social Support,Global,negative,0.9,high,C17165,Delivery or order issue,delivery,Delivery or order issue,customer_service,132.98333333333332,1,0,0
17207,119791,True,2017-10-31 06:11:39,when i was not a member everything was under gaurantied delivery and once i paid for membership facility is limited,17206,17208,119791,Social Support,Global,negative,0.9,high,C17207,Delivery or order issue,delivery,Delivery or order issue,customer_service,7.35,0,0,0
17213,AmazonHelp,False,2017-10-31 05:08:00,did we happen to miss the estimated delivery date? ^ag,17212,17214,AmazonHelp,Social Support,Global,negative,0.9,high,C17213,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,1
16911,119711,True,2017-11-01 03:56:56,what are the delivery people bring paid?,16909,16913,119711,Social Support,Global,positive,0.9,normal,C16911,Delivery or order issue,delivery,Delivery or order issue,customer_service,13.9,0,0,0
17215,AmazonHelp,False,2017-10-31 04:42:36,we're sorry for the delay in the delivery of your order. please contact us here: and we'll help you ^zh,17214,17216,AmazonHelp,Social Support,Global,positive,0.9,normal,C17215,Delivery or order issue,delivery,Delivery or order issue,customer_service,0.0,0,0,1
17256,119798,True,2017-11-01 03:52:18,wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,17255,17257,119798,Social Support,Global,positive,0.9,normal,C17256,Delivery or order issue,delivery,Delivery or order issue,customer_service,24.7,0,0,0
17053,119763,True,2017-11-01 04:08:15,sabes si hay algn problema con psn? toda la tarde me marca error,17052,0,119763,Social Support,Global,negative,0.9,high,C17053,Technical failure,technical_issue,Technical failure,customer_service,2.033333333333333,0,0,0
17052,AskPlayStation,False,2017-11-01 04:10:17,disculpa el inconveniente. cul es el cdigo de error que ves?,0,17053,AskPlayStation,Social Support,Global,negative,0.9,high,C17052,Technical failure,technical_issue,Technical failure,customer_service,0.0,0,0,1
17127,AirAsiaSupport,False,2017-10-26 15:48:25,"hi there, it is not advisable to bring as check in item as the risk to be broken is there,hope it clarify- thanks- anwar",17125,17128,AirAsiaSupport,Social Support,Global,negative,0.9,high,C17127,Technical failure,technical_issue,Technical failure,customer_service,0.0,1,0,0
16788,119700,True,2017-10-16 05:01:37,did the same..but din't get any response..n ur chat executive says we don't have any record of u..,16786,16789,119700,Social Support,Global,positive,0.9,normal,C16788,Poor customer support,customer_service,Poor customer support,customer_service,17.3,0,0,1
16902,Uber_Support,False,2017-11-01 04:06:26,we're here to help! send us a dm with your email address so we can follow up.,16917,16901,Uber_Support,Social Support,Global,positive,0.9,normal,C16902,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
17025,hulu_support,False,2017-11-01 04:12:22,"sorry for the confusion. smart tv's don't currently support live tv. for supported devices, please see:",17026,17027,hulu_support,Social Support,Global,positive,0.9,normal,C17025,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16654,CoxHelp,False,2017-10-30 03:02:46,hello. we can help. what speeds are you currently getting? -allan,16653,16655,CoxHelp,Social Support,Global,positive,0.9,normal,C16654,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16851,119703,True,2017-10-20 19:00:17,great response by amazon.... compensation of 500 inr...no legal action against seller brand #jeffbezos,16850,16852,119703,Social Support,Global,positive,0.9,high,C16851,Poor customer support,customer_service,Poor customer support,customer_service,19.73333333333333,0,1,1
16961,comcastcares,False,2017-11-01 15:43:25,"okay, was there anything else i could help with?-jg",16962,16959,comcastcares,Social Support,Global,positive,0.9,normal,C16961,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
17095,119773,True,2017-10-27 17:07:02,"team, kindly provide the best tariff asap else i will port this number as worst service...",17094,17096,119773,Social Support,Global,positive,0.9,normal,C17095,Poor customer support,customer_service,Poor customer support,customer_service,201.96666666666667,0,0,1
17097,119773,True,2017-10-27 06:37:52,"ok, will wait for your concern person call...",17096,17098,119773,Social Support,Global,positive,0.9,normal,C17097,Poor customer support,customer_service,Poor customer support,customer_service,511.1333333333333,0,0,1
17115,119773,True,2017-10-15 13:59:18,"hi sagar, u were supposed to get in touch with me, i have not received any resolution....is the service provider idea...",17113,17116,119773,Social Support,Global,positive,0.9,normal,C17115,Poor customer support,customer_service,Poor customer support,customer_service,1060.7,1,0,0
17219,AmazonHelp,False,2017-11-01 04:25:39,select 'more order issues' choose from chat/phone/email we'll be glad to help. (3/3) ^ka,17220,17221,AmazonHelp,Social Support,Global,positive,0.9,normal,C17219,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16625,119669,True,2017-11-01 04:17:12,no worries. i appreciate it. you have to understand i'm pretty frustrated. i've been trying to get service since mid-july and it's now nov.,16626,16624,119669,Social Support,Global,positive,0.9,normal,C16625,Poor customer support,customer_service,Poor customer support,customer_service,1.6666666666666667,1,0,0
16656,CoxHelp,False,2017-11-01 03:31:25,"hello, this does not sound good. can you dm the account name and complete service address? we would like to help. -dan",16657,16658,CoxHelp,Social Support,Global,positive,0.9,normal,C16656,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16779,AmazonHelp,False,2017-10-24 12:22:10,request you to check for our response using this link: ^sk,16778,16780,AmazonHelp,Social Support,Global,positive,0.9,normal,C16779,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16958,comcastcares,False,2017-11-01 04:11:53,"hello, thanks for reaching out about your concerns and i'm happy to help! can you please dm the full address? ~at",16959,16960,comcastcares,Social Support,Global,positive,0.9,normal,C16958,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
17185,AmazonHelp,False,2017-11-01 04:26:43,please connect with our support team here: for further assistance on it. ^rw,17186,17187,AmazonHelp,Social Support,Global,positive,0.9,normal,C17185,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
17245,AmazonHelp,False,2017-11-01 12:55:28,you must have received a response here: please let us know if you do not see the email here. ^ks,17246,17244,AmazonHelp,Social Support,Global,positive,0.9,normal,C17245,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16570,119658,True,2017-11-01 03:47:22,"awful service, more than 1 hour delay due to logbook maintenance issues. where is preventive maintenance?",16568,0,119658,Social Support,Global,negative,0.9,high,C16570,Poor customer support,customer_service,Poor customer support,customer_service,2.0166666666666666,0,0,0
17039,119760,True,2017-11-01 03:36:39,are there any better dvrs? i just got service and the interface is from last century and i can only record two programs. :-(,17038,0,119760,Social Support,Global,positive,0.9,normal,C17039,Poor customer support,customer_service,Poor customer support,customer_service,33.983333333333334,0,0,1
17090,119773,True,2017-10-31 18:48:17,"he called but didn't provide me resolution, infact he promised me for arrange call from concern team for better offer...",17089,17091,119773,Social Support,Global,positive,0.9,normal,C17090,Poor customer support,customer_service,Poor customer support,customer_service,129.71666666666667,1,0,0
17168,119786,True,2017-11-01 04:11:47,i gotta take a $20 lyft cause my only route home detoured for construction so if y'all wanna help,17167,0,119786,Social Support,Global,positive,0.9,normal,C17168,Poor customer support,customer_service,Poor customer support,customer_service,2.966666666666667,0,0,0
17292,119810,True,2017-11-22 12:12:18,"so you spend over one thousand pounds on a new #apple laptop, it breaks, goes in for a two week repair and then comes out... broken again. i cant even get through to customer service now. #rippedoff",17291,0,119810,Social Support,Global,negative,0.9,high,C17292,Poor customer support,customer_service,Poor customer support,customer_service,165.21666666666667,0,1,0
16738,Ask_Spectrum,False,2017-11-22 14:26:55,i apologize for the inconvenience; we are aware of an issue in that area and working to resolve it. i have requested our automated system give you a call when the area issue is resolved. there is no estimate time of repair available. i do not have any f...,16739,16740,Ask_Spectrum,Social Support,Global,positive,0.9,normal,C16738,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
16778,119700,True,2017-10-25 16:42:52,response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on twitter n u doing the same no solution,16777,16779,119700,Social Support,Global,negative,0.9,high,C16778,Poor customer support,customer_service,Poor customer support,customer_service,27.23333333333333,0,0,1
17083,119771,True,2017-11-07 08:41:02,dear idea..there is still no one contacted me.. waiting for response,17084,17082,119771,Social Support,Global,positive,0.9,normal,C17083,Poor customer support,customer_service,Poor customer support,customer_service,84.98333333333333,0,0,0
17087,119773,True,2017-11-01 03:41:33,"ok, don't need any resolution, will port this number in vodafone....thank for providing worst service nd harassing me..",17085,17089,119773,Social Support,Global,negative,0.9,high,C17087,Poor customer support,customer_service,Poor customer support,customer_service,20.98333333333333,1,0,0
16929,Uber_Support,False,2017-11-01 04:01:14,here to help. send us a note at so our team can connect.,16930,16931,Uber_Support,Social Support,Global,positive,0.9,normal,C16929,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16997,118122,True,2017-11-01 04:10:18,saves the day again. thank you for all the awesome help!,16996,0,118122,Social Support,Global,positive,0.9,high,C16997,Poor customer support,customer_service,Poor customer support,customer_service,3.15,1,1,0
17254,119797,True,2017-11-01 03:52:10,. will echo help in playing antakshari or if we could play same with her? :p #pp,17253,0,119797,Social Support,Global,positive,0.9,normal,C17254,Poor customer support,customer_service,Poor customer support,customer_service,25.7,0,0,0
16482,Uber_Support,False,2017-11-01 03:58:20,here to help! please send us a note at and we'll be happy to look into this for you.,16483,16484,Uber_Support,Social Support,Global,positive,0.9,normal,C16482,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16822,119701,True,2017-10-30 09:59:54,the moment i tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,16821,16823,119701,Social Support,Global,negative,0.9,high,C16822,Poor customer support,customer_service,Poor customer support,customer_service,11.1,0,0,0
16823,AmazonHelp,False,2017-10-30 09:39:38,apologies for the delay. have you reported this to our support team here: ^rb,16822,16824,AmazonHelp,Social Support,Global,positive,0.9,high,C16823,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,1,1
16969,comcastcares,False,2017-11-06 08:11:14,glad to hear it was corrected. did this ever happen to your service before?-sean,16970,16967,comcastcares,Social Support,Global,positive,0.9,normal,C16969,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
17263,119798,True,2017-10-20 11:06:53,"last time i seek assistance n the same issue prevail today. whn you cnt gv service thn say no, why giving headache 2 customers?",17261,0,119798,Social Support,Global,positive,0.9,normal,C17263,Poor customer support,customer_service,Poor customer support,customer_service,2.5666666666666664,0,0,0
16762,119698,True,2017-11-02 04:11:35,did i get a call? no. being a prime member means paying someone to treat you like shit. twice!,16765,16761,119698,Social Support,Global,positive,0.9,normal,C16762,Poor customer support,customer_service,Poor customer support,customer_service,9.833333333333334,0,0,1
16813,119701,True,2017-11-03 15:47:47,this says will be reaching please can some one really #help me i promise wont make any further purchase with #amazon #help #shameful,16814,16809,119701,Social Support,Global,positive,0.9,normal,C16813,Poor customer support,customer_service,Poor customer support,customer_service,18.966666666666665,0,0,0
16966,comcastcares,False,2017-11-01 04:08:35,"hello, thanks for reaching out about your concerns and i'm happy to help! can you please dm the full address? ~at",16967,16968,comcastcares,Social Support,Global,positive,0.9,normal,C16966,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
16981,119735,True,2017-11-01 00:26:41,ps. the mailings-not coming to my attention (current resident) so its not possible to opt out. i am also on the do not call registry.,16980,16982,119735,Social Support,Global,positive,0.9,normal,C16981,Poor customer support,customer_service,Poor customer support,customer_service,218.05,0,0,0
17227,119793,True,2017-10-31 13:26:13,"this is very irritating. when i request a call, each time on the call it says, you don't have any order. for more info visit website. poor!",17226,17228,119793,Social Support,Global,negative,0.9,high,C17227,Poor customer support,customer_service,Poor customer support,customer_service,28.58333333333333,0,0,0
17332,119824,True,2017-11-01 04:17:50,and seriously you can suck my fucking dick. id have better cell phone service at the bottom of the pacific ocean. eat shit,17331,0,119824,Social Support,Global,negative,0.9,high,C17332,Poor customer support,customer_service,Poor customer support,customer_service,3.5166666666666666,0,0,0
16633,119670,True,2017-11-01 03:55:14,i forgot my psn email can you guys help me get it back?,16632,0,119670,Social Support,Global,positive,0.9,normal,C16633,Poor customer support,customer_service,Poor customer support,customer_service,1.5166666666666666,0,0,0
16666,119679,True,2017-11-01 03:28:05,hey xbs. i bought blood bowl legendary ed. a couple of days ago. it works fine but there is nothing in manage game. help?,16662,0,119679,Social Support,Global,positive,0.9,normal,C16666,Poor customer support,customer_service,Poor customer support,customer_service,23.1,0,0,0
16798,119701,True,2017-11-01 10:14:30,now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud,16800,16797,119701,Social Support,Global,negative,0.9,high,C16798,Poor customer support,customer_service,Poor customer support,customer_service,8.45,0,0,0
16824,119701,True,2017-10-30 09:26:09,req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,16823,0,119701,Social Support,Global,positive,0.9,normal,C16824,Poor customer support,customer_service,Poor customer support,customer_service,13.483333333333333,0,0,0
17033,119757,True,2017-10-31 02:59:56,i need help watching live tv on my tv,17032,0,119757,Social Support,Global,positive,0.9,normal,C17033,Poor customer support,customer_service,Poor customer support,customer_service,52.88333333333333,0,0,0
17035,119758,True,2017-11-01 03:43:08,what's up with 15 - 20 sec delay btw sound and picture? nobody to speak with at customer service.,17034,0,119758,Social Support,Global,negative,0.9,high,C17035,Poor customer support,customer_service,Poor customer support,customer_service,28.0,0,0,0
17181,AmazonHelp,False,2017-11-01 04:28:00,i'm sorry you didn't receive your order. did our customer service agent provide a solution for you? ^se,17182,17183,AmazonHelp,Social Support,Global,positive,0.9,normal,C17181,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
17322,119822,True,2017-11-01 01:36:23,this is going to be my response to allegations of collusion for a while,17321,17323,119822,Social Support,Global,positive,0.9,normal,C17322,Poor customer support,customer_service,Poor customer support,customer_service,3.3833333333333333,0,0,0
17330,119824,True,2017-11-01 04:23:26,your service is a joke. i cant wait to kill myself because of it. itll all be your fault. thanks,17329,17331,119824,Social Support,Global,positive,0.9,normal,C17330,Poor customer support,customer_service,Poor customer support,customer_service,1.55,1,0,0
16478,AmazonHelp,False,2017-11-01 04:36:07,please connect with our support team here: for further assistance on it. ^rw,0,16476,AmazonHelp,Social Support,Global,positive,0.9,normal,C16478,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16487,119632,True,2017-11-01 04:02:36,"i don't want uber support, you fucked me. i'm never using your service again. is the new go to",0,16486,119632,Social Support,Global,negative,0.9,high,C16487,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,1,0
16489,Uber_Support,False,2017-11-01 03:54:35,were here to help! send us a note via and we'll be in touch.,0,16490,Uber_Support,Social Support,Global,positive,0.9,normal,C16489,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16491,Uber_Support,False,2017-11-01 03:54:08,here to help. send us a note at so our team can connect.,0,16492,Uber_Support,Social Support,Global,positive,0.9,normal,C16491,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16499,Uber_Support,False,2017-11-01 03:47:54,we can definitely take a closer look! contact us here: so we can help.,0,16500,Uber_Support,Social Support,Global,positive,0.9,normal,C16499,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16528,Delta,False,2017-11-01 03:52:50,"oh no, i'm very sorry to hear about this. please speak with our airport baggage service team for immediate assistance. *hrs",0,16529,Delta,Social Support,Global,positive,0.9,normal,C16528,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16542,comcastcares,False,2017-11-01 03:54:32,"i'd love to help. i have yet to receive the dm with your info,. has this been missed again? -ql",16543,16544,comcastcares,Social Support,Global,positive,0.9,high,C16542,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,1,1
16543,119648,True,2017-11-01 03:56:16,i messaged you before and got no response.,0,16542,119648,Social Support,Global,negative,0.9,high,C16543,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16565,AmericanAir,False,2017-11-01 03:54:59,we're ready to go with you. please give us a call at 800-433-7300 and we'll find you the lowest fare available.,0,16566,AmericanAir,Social Support,Global,positive,0.9,normal,C16565,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16586,119663,True,2017-11-01 03:46:02,now i know why customers aren't happy and the shares are going down. they have no idea what customer service is.,16585,0,119663,Social Support,Global,negative,0.9,high,C16586,Poor customer support,customer_service,Poor customer support,customer_service,8.933333333333334,0,0,0
16612,British_Airways,False,2017-11-01 03:53:26,"you don't sound happy, rohan. is there anything we can help with? ^lolly",0,16613,British_Airways,Social Support,Global,negative,0.9,high,C16612,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16616,Ask_Spectrum,False,2017-11-01 03:47:34,hello. is there something we can help you with? ^rr,0,16619,Ask_Spectrum,Social Support,Global,positive,0.9,normal,C16616,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16622,Ask_Spectrum,False,2017-11-01 04:19:38,thank you for replying! please have your friend reach to us and we can help them out. ^dt,0,16620,Ask_Spectrum,Social Support,Global,positive,0.9,normal,C16622,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
16641,CoxHelp,False,2017-11-01 03:35:20,"hello, this does not sound good. can you dm the account name and complete service address? we would like to help. -dan",0,16642,CoxHelp,Social Support,Global,positive,0.9,normal,C16641,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16688,idea_cares,False,2017-11-01 15:46:25,sorry for the trouble.please visit some other nearest idea store.if this time they don't help you 1/2,0,16685,idea_cares,Social Support,Global,negative,0.9,high,C16688,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16704,AzureSupport,False,2017-11-01 03:56:29,are you still seeing this issue? please let us know if there is anything we can do to help. ^do,0,16705,AzureSupport,Social Support,Global,positive,0.9,normal,C16704,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16707,AzureSupport,False,2017-11-01 03:49:25,are you still seeing this issue? please let us know if there is anything we can do to help. ^do,0,16708,AzureSupport,Social Support,Global,positive,0.9,normal,C16707,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16755,AmazonHelp,False,2017-11-01 04:13:51,"this isn't how we want you to feel. we'd like to help, if possible. please let us know more about what's going. ^bh",0,16758,AmazonHelp,Social Support,Global,positive,0.9,normal,C16755,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16756,119697,True,2017-11-01 04:27:52,you know it's some fucked up shit when you gotta conference call and,0,16755,119697,Social Support,Global,negative,0.9,high,C16756,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,0
16768,119698,True,2017-11-02 18:15:55,and i got hung up on. thanks. called again was put in hold and told i would receive a call back. that was two days ago.,0,16765,119698,Social Support,Global,positive,0.9,high,C16768,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,1,0
16763,119698,True,2017-11-02 04:10:24,was promised supervisor would call today after a series of bad deliveries where groceries were thrown over fence or not delivered at all.,0,16761,119698,Social Support,Global,negative,0.9,high,C16763,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,1,1
16801,119701,True,2017-11-01 12:01:35,is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,0,16800,119701,Social Support,Global,negative,0.9,high,C16801,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,0
16832,AmazonHelp,False,2017-11-01 12:07:33,"hey, get in touch with us here: so we can help you out ^km",0,16831,AmazonHelp,Social Support,Global,positive,0.9,normal,C16832,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16834,119703,True,2017-11-01 03:53:56,hi ...enough mails done but response is very discouraging... contact me on call,0,16836,119703,Social Support,Global,negative,0.9,high,C16834,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
16838,AmazonHelp,False,2017-10-22 05:42:32,"sent by our team and request for a phone call. once you do so, our team will get back to you through phone soon. 2/2 ^rs",0,16841,AmazonHelp,Social Support,Global,positive,0.9,normal,C16838,Poor customer support,customer_service,Poor customer support,customer_service,0.0,0,0,1
16841,119703,True,2017-10-22 05:21:48,i already replied on mails..no more mails...i have seen the way amazon handled the situation...call me clear can it done or not,0,16843,119703,Social Support,Global,positive,0.9,normal,C16841,Poor customer support,customer_service,Poor customer support,customer_service,0.0,1,0,0
